,x,y
0,743.0222222222222,457.87500000000006
1,742.2222222222223,459.27000000000004
2,741.4666666666667,460.53000000000003
3,740.4444444444443,461.70000000000005
4,739.3333333333334,462.87
5,738.1777777777779,463.9950000000001
6,736.8444444444444,465.1650000000001
7,735.3777777777777,466.33500000000004
8,733.8222222222224,467.55000000000007
9,732.088888888889,468.7650000000001
10,730.1777777777778,470.02500000000003
11,728.311111111111,471.19500000000005
12,726.311111111111,472.45500000000004
13,724.2222222222222,473.76000000000005
14,722.2666666666668,475.11
15,720.2666666666669,476.46000000000004
16,718.2222222222224,477.76500000000004
17,716.1333333333334,479.2050000000001
18,714.1333333333336,480.69000000000005
19,712.1777777777779,482.17500000000007
20,710.2222222222224,483.66
21,708.2666666666668,485.1
22,706.3111111111112,486.6300000000001
23,704.4000000000001,488.1600000000001
24,702.5333333333334,489.64500000000004
25,700.7555555555556,491.08500000000004
26,699.1555555555556,492.43500000000006
27,697.6000000000001,493.7850000000001
28,696.1777777777779,495.1800000000001
29,694.8888888888889,496.4400000000001
30,693.688888888889,497.65500000000014
31,692.6222222222223,498.8700000000001
32,691.688888888889,500.0400000000001
33,690.8888888888889,501.2100000000001
34,690.2666666666668,502.2900000000001
35,689.8222222222223,503.37000000000006
36,689.5111111111113,504.36000000000007
37,689.4222222222224,505.26000000000005
38,689.4222222222223,506.16
39,689.4666666666667,507.10499999999996
40,689.6,508.09499999999997
41,689.8666666666667,509.03999999999996
42,690.3111111111111,509.93999999999994
43,690.8,510.8399999999999
44,691.3777777777779,511.6949999999999
45,691.9111111111112,512.55
46,692.4,513.4499999999999
47,692.8888888888889,514.3499999999999
48,693.2888888888889,515.2499999999999
49,693.6888888888889,516.1499999999999
50,694.1777777777778,517.0499999999998
51,694.6666666666667,517.9949999999999
52,695.1111111111112,519.0749999999999
53,695.6,520.2449999999999
54,696.0888888888891,521.505
55,696.6666666666669,522.72
56,697.3333333333335,523.98
57,698.1333333333334,525.24
58,699.0666666666667,526.5
59,700.0444444444445,527.7600000000001
60,701.1555555555556,529.065
61,702.4888888888889,530.3700000000001
62,703.9555555555555,531.63
63,705.5555555555555,532.7549999999999
64,707.1555555555556,533.6999999999999
65,709.0666666666667,534.555
66,711.2444444444445,535.3649999999999
67,713.6888888888889,536.0849999999999
68,716.2222222222223,536.7599999999999
