,Angular_Velocity
0,25.394377629456393
1,28.613781050033705
2,104.74759862270923
3,9.843149950435276
4,60.26418954576647
5,517.1194314229168
6,39.82996399139369
7,55.301880914363615
8,26.185419979520294
9,920.1490543799182
10,259.0660987530347
11,341.2512313635667
12,518.9271776008102
13,415.25981579366515
14,77.87994457282892
15,211.48853707310593
16,974.0537711798771
17,534.0101849276261
18,448.837209423661
19,307.5349863337948
20,758.1797347403419
21,870.8444970325759
22,1.6494203619669559
23,18.773186972253505
24,653.7313428783268
25,660.3384679721462
26,134.4791065480325
27,33.97040448625305
28,201.27274663543074
29,1042.1451610287336
30,110.30609635268554
31,523.402116629839
32,456.716023176501
33,149.67078433238655
34,859.7599570621894
35,20.160629032542147
36,22.14471756407049
37,439.74430012263815
38,561.8037824646286
39,225.96847237778042
40,95.08605818401357
41,1063.822563258538
42,367.79470548257495
43,195.9939565426238
44,636.1800559925483
45,27.96095144239174
46,73.70550659195278
47,227.6769003185085
48,187.3395717018937
49,317.90810456011627
50,160.54827284576723
51,785.0950554751142
52,54.50283115132743
53,49.53998463991812
54,113.0629263595201
55,153.3895995478457
56,37.5350566588737
57,12.698143484542864
58,33.055927918613264
59,0.15197579531128666
60,31.88937831807478
61,44.18868393038533
62,55.834934661486365
