,Angular_Velocity
0,
1,
2,
3,
4,
5,
6,
7,126.891600939437
8,271.80734975447797
9,369.9313022564309
10,214.57178704311647
11,21.08195932059086
12,270.5478994819391
13,94.18646773649809
14,215.9772815741113
15,283.0803498987019
16,461.5489609965564
17,815.3175568949785
18,216.35090805342927
19,377.8268086018987
20,636.5807035335075
21,140.0870978248749
22,637.5298983074673
23,282.65649836834126
24,174.86373086336675
25,189.12838048168186
26,59.24429639513341
27,443.7639790014484
28,447.8303661498523
29,423.31793517432465
30,40.69328070734649
31,343.4632079489447
32,20.305176357103495
33,297.4785360835867
34,26.325316235544452
35,649.1556059427978
36,41.53041921699756
37,268.12977520573986
38,115.28566316523849
39,34.89480543197229
40,383.3615352613654
41,611.1421906879144
42,159.21384256725918
43,84.53210355126743
44,206.96900214262322
45,11.768126431279184
46,360.7008413449373
47,94.9681993724639
48,656.1619668758093
49,81.05225937416581
50,120.97456158499615
51,214.42557557091726
52,94.88324525890602
53,28.97335328682403
54,35.78149956198398
55,70.75447896452621
56,54.584720854164765
57,68.2419380248973
58,24.762107307142056
59,16.20107991254755
60,46.734025426713885
61,11.388233885956197
62,43.318997001843286
