,Angular_Velocity
0,68.01911904477362
1,43.011220175231436
2,28.817194982364366
3,20.39045225705402
4,92.21886741465036
5,68.01911904477245
6,110.17631488834773
7,101.60299926992708
8,10.957562592892144
9,396.8746695981942
10,125.4643697832339
11,49.38206883231538
12,382.31153387207746
13,72.19007791498085
14,181.69225452703137
15,170.98684268603893
16,237.81284592785494
17,83.01402187023405
18,234.04483531272436
19,38.09038367100485
20,267.86478101627074
21,249.19726877842837
22,83.79569606023875
23,1013.7373621081513
24,209.42997485159748
25,203.44964140161713
26,145.92596003829195
27,15.713114521855562
28,290.45083197585905
29,252.64162979379026
30,55.516580290686875
31,246.33269674252168
32,378.89512023627447
33,109.33488539253065
34,239.96725250531796
35,371.0125483692896
36,39.5702889976552
37,190.12646610179863
38,352.9659956678507
39,0.0
40,130.21284551643697
41,37.98623697336594
42,353.40033606313506
43,43.278880106039914
44,356.09599225768284
45,89.35376532487851
46,135.32830162546907
47,198.22422343278384
48,161.279301356624
49,0.0
50,280.1404028450504
51,20.678704688884487
52,371.7810799294092
53,252.66578143001283
54,178.19543393312028
55,74.47034749689512
56,139.30358548901415
57,38.46477555945196
58,27.388578560537105
59,0.0
60,0.0
61,35.749645149943895
62,382.31153387207837
