,Angular_Velocity
0,29.638346783331546
1,21.560425622068696
2,39.97600341194589
3,92.4076414867469
4,6.685146394593621
5,694.4029026115461
6,76.77699174478116
7,122.55982579952887
8,219.97382896095345
9,439.5950190685518
10,162.33098435701694
11,28.161507238522287
12,185.5404996643071
13,121.9680258181828
14,88.2162545329809
15,456.81341115665947
16,10.835261760036456
17,866.1615851354018
18,181.63401442356707
19,472.50617351361484
20,619.8093133199491
21,708.4374098846947
22,276.3420543559981
23,636.3283054884406
24,146.95128564040715
25,147.45300389584295
26,43.19512410495799
27,690.8290934198553
28,744.4029664828809
29,294.83122930326357
30,57.477475059095966
31,211.88424591361928
32,56.67202757396574
33,74.04773755936023
34,378.8892757472957
35,738.1687136703204
36,32.513643415479564
37,205.13702992470283
38,87.82973051726573
39,17.97360275795453
40,582.9767332834174
41,747.0714478307531
42,99.4058357067803
43,69.99003257876993
44,132.2494953172578
45,4.065306072752003
46,606.4254115645296
47,69.1343004100292
48,669.0824163745342
49,37.40926782763487
50,100.0589136855759
51,176.91258643990008
52,46.079187810612034
53,25.455209944663153
54,74.82193802003215
55,35.28378790425359
56,6.340422923213545
57,27.464415752156597
58,34.18708550473998
59,18.48101016866097
60,38.04025469003339
61,10.313326045357101
62,39.136488093107815
