,Angular_Velocity
0,39.623420312975874
1,45.3956902782482
2,131.0526439927302
3,96.47331086887786
4,10.279306356468506
5,6.8130302121254465
6,346.3665830593919
7,255.90014220735455
8,130.58539875407527
9,564.977679428421
10,259.2055538445713
11,324.25982529338177
12,496.3375827238419
13,116.06479653435944
14,195.15762990222942
15,261.45928570784884
16,6.164105689282539
17,517.0804027019526
18,62.97768444821957
19,539.2838977676229
20,211.6831951475329
21,752.6275691457768
22,7.6956864884084295
23,123.4294107468309
24,420.93037033394114
25,153.38832038794814
26,202.97853761247674
27,98.47071285925972
28,246.48513770867564
29,906.2287145256875
30,292.17748919873833
31,335.50453990018224
32,234.05451099388057
33,50.47962846164536
34,351.5810273945443
35,407.9113903428405
36,241.00745286577285
37,446.7118376638182
38,32.53487030190418
39,36.62436743211061
40,253.40727009358272
41,565.1170329696896
42,302.53572488949925
43,224.8460691404088
44,37.735238939781325
45,263.71155034467785
46,108.81955960399756
47,270.5692479507295
48,534.2444847935209
49,436.30685277631346
50,453.19363182292886
51,311.50839208553543
52,503.3370784921369
53,53.695852385545614
54,63.36824343738072
55,47.2336833803259
56,40.01777275925905
57,60.13451072749001
58,12.477546402111898
59,22.03178397429955
60,6.286038626480167
61,11.422303305839439
62,6.35954802206895
